41,41,13161
1,1,321
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
57,57,18297
15,15,4815
35,35,11235
54,54,17334
14,14,4494
33,33,10593
53,53,17013
11,11,3531
31,31,9951
50,50,16050
10,10,3210
29,29,9309
49,49,15729
7,7,2247
27,27,8667
47,47,15087
6,6,1926
26,26,8346
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
23,23,7383
43,43,13803
2,2,642
21,21,6741
41,41,13161
0,0,0
20,20,6420
39,39,12519
59,59,18939
17,17,5457
37,37,11877
56,56,17976
16,16,5136
35,35,11235
55,55,17655
14,14,4494
34,34,10914
53,53,17013
12,12,3852
31,31,9951
51,51,16371
10,10,3210
30,30,9630
49,49,15729
10,10,3210
29,29,9309
49,49,15729
7,7,2247
27,27,8667
46,46,14766
6,6,1926
25,25,8025
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
22,22,7062
41,41,13161
1,1,321
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
57,57,18297
15,15,4815
35,35,11235
54,54,17334
14,14,4494
33,33,10593
53,53,17013
12,12,3852
32,32,10272
51,51,16371
10,10,3210
29,29,9309
49,49,15729
8,8,2568
28,28,8988
47,47,15087
6,6,1926
25,25,8025
45,45,14445
4,4,1284
24,24,7704
43,43,13803
2,2,642
21,21,6741
41,41,13161
2,2,642
22,22,7062
39,39,12519
0,0,0
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
57,57,18297
15,15,4815
35,35,11235
54,54,17334
14,14,4494
33,33,10593
53,53,17013
11,11,3531
31,31,9951
50,50,16050
10,10,3210
29,29,9309
49,49,15729
7,7,2247
27,27,8667
46,46,14766
6,6,1926
25,25,8025
45,45,14445
3,3,963
23,23,7383
42,42,13482
2,2,642
22,22,7062
41,41,13161
1,1,321
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
57,57,18297
15,15,4815
35,35,11235
54,54,17334
14,14,4494
33,33,10593
53,53,17013
11,11,3531
31,31,9951
50,50,16050
10,10,3210
29,29,9309
49,49,15729
7,7,2247
27,27,8667
46,46,14766
6,6,1926
25,25,8025
47,47,15087
5,5,1605
25,25,8025
44,44,14124
4,4,1284
23,23,7383
43,43,13803
2,2,642
21,21,6741
41,41,13161
0,0,0
20,20,6420
39,39,12519
59,59,18939
17,17,5457
37,37,11877
56,56,17976
16,16,5136
35,35,11235
55,55,17655
13,13,4173
33,33,10593
52,52,16692
12,12,3852
31,31,9951
51,51,16371
9,9,2889
29,29,9309
48,48,15408
8,8,2568
27,27,8667
47,47,15087
5,5,1605
25,25,8025
44,44,14124
4,4,1284
23,23,7383
43,43,13803
2,2,642
21,21,6741
40,40,12840
1,1,321
20,20,6420
39,39,12519
59,59,18939
18,18,5778
37,37,11877
57,57,18297
16,16,5136
35,35,11235
55,55,17655
13,13,4173
33,33,10593
52,52,16692
12,12,3852
31,31,9951
51,51,16371
9,9,2889
29,29,9309
48,48,15408
8,8,2568
29,29,9309
49,49,15729
7,7,2247
27,27,8667
46,46,14766
6,6,1926
25,25,8025
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
22,22,7062
41,41,13161
0,0,0
19,19,6099
38,38,12198
58,58,18618
18,18,5778
37,37,11877
57,57,18297
16,16,5136
36,36,11556
55,55,17655
14,14,4494
33,33,10593
53,53,17013
12,12,3852
32,32,10272
51,51,16371
10,10,3210
29,29,9309
49,49,15729
8,8,2568
28,28,8988
47,47,15087
6,6,1926
25,25,8025
45,45,14445
4,4,1284
24,24,7704
43,43,13803
2,2,642
21,21,6741
41,41,13161
2,2,642
20,20,6420
39,39,12519
59,59,18939
17,17,5457
37,37,11877
56,56,17976
16,16,5136
36,36,11556
55,55,17655
14,14,4494
33,33,10593
53,53,17013
12,12,3852
32,32,10272
53,53,17013
10,10,3210
31,31,9951
51,51,16371
10,10,3210
30,30,9630
49,49,15729
8,8,2568
27,27,8667
47,47,15087
6,6,1926
24,24,7704
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
22,22,7062
41,41,13161
0,0,0
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
57,57,18297
15,15,4815
35,35,11235
54,54,17334
14,14,4494
33,33,10593
53,53,17013
12,12,3852
31,31,9951
51,51,16371
10,10,3210
30,30,9630
49,49,15729
8,8,2568
27,27,8667
47,47,15087
6,6,1926
26,26,8346
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
22,22,7062
41,41,13161
1,1,321
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
57,57,18297
15,15,4815
35,35,11235
54,54,17334
14,14,4494
33,33,10593
53,53,17013
11,11,3531
31,31,9951
50,50,16050
10,10,3210
29,29,9309
49,49,15729
7,7,2247
27,27,8667
49,48,15408
8,8,2568
28,28,8988
47,47,15087
5,5,1605
25,25,8025
45,45,14445
4,4,1284
24,24,7704
43,43,13803
2,2,642
21,21,6741
41,41,13161
1,1,321
20,20,6420
39,39,12519
59,59,18939
17,17,5457
37,37,11877
56,56,17976
16,16,5136
35,35,11235
55,55,17655
13,13,4173
33,33,10593
52,52,16692
12,12,3852
31,31,9951
51,51,16371
10,10,3210
30,30,9630
49,49,15729
8,8,2568
27,27,8667
47,47,15087
6,6,1926
26,26,8346
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
22,22,7062
41,41,13161
1,1,321
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
57,57,18297
15,15,4815
35,35,11235
54,54,17334
14,14,4494
33,33,10593
53,53,17013
11,11,3531
31,31,9951
50,50,16050
10,10,3210
29,29,9309
49,49,15729
8,8,2568
27,27,8667
47,47,15087
6,6,1926
26,26,8346
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
22,22,7062
41,41,13161
2,2,642
21,21,6741
41,41,13161
0,0,0
20,20,6420
39,39,12519
59,59,18939
17,17,5457
37,37,11877
56,56,17976
16,16,5136
35,35,11235
55,55,17655
13,13,4173
33,33,10593
52,52,16692
12,12,3852
31,31,9951
51,51,16371
9,9,2889
29,29,9309
48,48,15408
8,8,2568
27,27,8667
47,47,15087
6,6,1926
26,26,8346
45,45,14445
4,4,1284
23,23,7383
43,43,13803
2,2,642
22,22,7062
41,41,13161
1,1,321
19,19,6099
39,39,12519
58,58,18618
18,18,5778
37,37,11877
42,42,13482
0,0,0
0,0,0
0,0,0
0,0,0
